,title,author,pub_date,genre,book_summary
1100,The Legend of Luke,Brian Jacques,1999-01-01,Children's literature,"The Legend of Luke Brian Jacques Children's literature  The book begins during the construction of Redwall Abbey, when a roving hedgehog named Trimp visits the abbey and sings a song to help the workers lifting a beam. Martin the Warrior recognizes his father, Luke the Warrior, mentioned in the lyrics and asks Trimp more about him. He decides to go on a quest to learn more about his father. Martin, Gonff the Mousethief, Dinny, and Trimp befriend an orphaned woodlander squirrel named Chugger, the bird Krar Woodwatcher, as well as two brother otters,"
2118,Martin the Warrior,Brian Jacques,1993-01-01,Children's literature,"Martin the Warrior Brian Jacques Children's literature  Martin the Warrior tells the story of a young mouse named Martin, a slave in Marshank under the cruel stoat Badrang the Tyrant. When Badrang leaves Martin to be tortured by the weather and the birds, a young mousemaid named Laterose, or Rose (whom Martin falls in love with) and a mole named Grumm hear his cry of defiance. They become instrumental in helping Martin, along with a squirrel named Felldoh, and Rose's brother Brome, escape Marshank. When that is accomplished, they decided to travel"
2117,Lord Brocktree,Brian Jacques,2000-09-01,Children's literature,"Lord Brocktree Brian Jacques Children's literature  This book revolves around the badger Lord Brocktree, father of Boar the Fighter, grandfather of Bella of Brockhall, and great-grandfather of Sunflash the Mace. He sets out to find the ancient badger mountain stronghold of Salamandastron, aided by the quick talking haremaid Dorothea Duckfontein Dillworthy and otter Ruffgar Brookback. Meanwhile, in Salamandastron, trouble comes for Brocktree's father, Lord Stonepaw. Years of peace have left the mountain stronghold with few fighters, and those"
2375,Triss,Brian Jacques,2002-01-01,Children's literature,"Triss Brian Jacques Children's literature  At Riftgard, an isle in the far north, the ferret king, King Agarnu, and his cruel offspring, Princess Kurda and Prince Bladd hold sway over a Ratguard army and enslaved creatures. One of the slaves, Trisscar Swordmaid escapes with her friends Shogg and Welfo, southward to Mossflower. In the attempt, her friend Drufo is killed. Meanwhile, Kurda hires a pirate ship, the Seascab, captained by Plugg Firetail, to take her to Mossflower, where she must find the royal artifacts of Riftgard in order"
2078,Castaways of the Flying Dutchman,Brian Jacques,2001-01-01,Science fiction,"Castaways of the Flying Dutchman Brian Jacques Science fiction  The story starts by vaguely introducing a fourteen-year-old nameless boy, who at the beginning has no parents and is a mute. He is apparently running away from his life as an abused orphan, and accidentally slips on the Flying Dutchman as a stowaway. He is found, and made to work with the cook, Petros, an antagonistic character who abuses him. Petros names the boy Neb, which is short for Nebuchadnezzar. One day, while the crew is off drinking in the port town of Esbjerg, a dog wanders onto the"
2060,The Long Patrol,Brian Jacques,1997-01-01,Children's literature,"The Long Patrol Brian Jacques Children's literature  Tamello De Fformelo Tussock (or Tammo), a young hare who lives at Camp Tussock, longs to be part of the Long Patrol at Salamandastron. However, his father, Cornspurrey De Fformelo Tussock, will not hear of it. He believes that his son is too young to join up. Against her husband's wishes, Tammo's mother, Mem Divinia, prepares for him to leave during the night with Russa Nodrey, a wandering squirrel who is a friend of the family. The two then set off to find the Long Patrol. Along the way, they"
2414,The Pearls of Lutra,Brian Jacques,1996-01-01,Children's literature,"The Pearls of Lutra Brian Jacques Children's literature  When gathering herbs near the quarry in Mossflower Woods, the young Redwallers Tansy and Arven come across a mysterious skeleton among the rocks. They are disoriented in a rainstorm and after failing to return to the abbey before the breaking of the storm are rescued by Martin II. Tansy quickly leads curious Redwallers back to the quarry to examine the mysterious skeleton, and along the way, they meet two travelers: the irrepressible hare Cleckstarr Lepus Montisle and his owl friend Gerul."
2050,Tribes of Redwall Otters,Brian Jacques,2002-01-01,Science fiction,"Tribes of Redwall Otters Brian Jacques Science fiction  This booklet about otters features trivia questions, a giant poster, profiles of many of the otter characters that are featured in the series, and the much anticipated recipe for Shrimp and Hotroot Soup. The book offers insight into the culture and history of otters, listing important otter characters and customs from the series. It was illustrated by Jonathan Walker."
13106,The Sable Quean,Brian Jacques,2010-01-01,Fantasy,"The Sable Quean Brian Jacques Fantasy  This book contains the second instance of a creature other than a badger succumbing to the Blood Wrath, the first instance being in the book Mattimeo when Matthias is rescuing his son, Mattimeo. Buckler Kordyne, a Long Patrol hare, has a discussion with Brang Forgefire, Badger Lord of Salamandastron. Buckler is bored with mountain life, so Brang suggests that he visits Redwall Abbey to deliver some new bellropes to the Abbess (Brang had accidentally broken the ropes last time he was there);"
2704,Outcast of Redwall,Brian Jacques,1995-01-01,Science Fiction,"Outcast of Redwall Brian Jacques Science Fiction  In the howling, snowy north, a young badger is captured and bound by the cruel ferret Swartt Sixclaw and his group of vermin, who torment him mercilessly. When the vermin also capture a kestrel, Skarlath, the two young beasts help each other escape from the vermin camp. In the scuffle that ensues, the badger uses a massive hornbeam limb to severely injure Swartt's sixclawed left paw. The ferret and the badger both vow to extort revenge, each declaring the other to be his mortal enemy. As the"
2474,Salamandastron,Brian Jacques,1992-01-01,Children's literature,"Salamandastron Brian Jacques Children's literature  The book follows the tale of the Badger Lord Urthstripe the Strong and his battle against Ferahgo the Assassin. Mara, Urthstripe's young adopted daughter, and her hare friend, Pikkle, decide to leave the great mountain stronghold, Mara having become tired of the way Urthstripe treats her. Meanwhile, two stoats, Dingeye and Thura, have recently deserted Ferahgo's army. They manage to find their way to Redwall Abbey and are taken in by the kind beasts that reside there. While tensions mount as"
2508,Rakkety Tam,Brian Jacques,2004-01-01,Children's literature,"Rakkety Tam Brian Jacques Children's literature  From a region known only as the Land of Ice and Snow emerges Gulo the Savage, a vicious wolverine in command of a horde of a hundred white vermin (foxes and ermine) who eat the flesh of their enemies. After murdering his father, Dramz, Gulo assumed control of his father's territory. However, only he who possess the Walking Stone may rule, and after his father's death, Gulo's brother, Askor, steals the stone and sails to Mossflower Woods. Gulo pursues his brother with the vermin under his"
2577,Loamhedge,Brian Jacques,2003-01-01,Children's literature,"Loamhedge Brian Jacques Children's literature  One day while Abruc the otter and his son Stugg are out foraging for food, they find the bodies of two badgers; an old one, dead, and a giant one who is barely clinging to life. The otters take the giant back to their colony, where he is revived and reveals himself to be called Lonna Bowstripe. He is told that his attacker was most likely the pirate Raga Bol, whose ship has been lost, and his crew of sea-rats, who are moving inland. Lonna vows to hunt down and kill the entire crew. Armed with"
2114,Mossflower,Brian Jacques,1988-01-01,Children's literature,"Mossflower Brian Jacques Children's literature  The story begins in the Mossflower Wood, where a community of animals suffers under the tyranny of a ruling wildcat named Verdauga. When a mouse from the north, Martin the Warrior, comes to Mossflower Woods, he is captured and brought to the castle Kotir, where his sword is broken by Verdauga's daughter, Tsarmina, and he is imprisoned within the Kotir dungeons. Meanwhile Tsarmina poisons Verdauga with the help of the vixen Fortunata and blames it on her brother Gingivere. She places her"
